"Time","Temp","WindDir","WindSpeed"
"Wed Aug 21 14:00:00 CEST 2013","24.0","SW","3.0"
"Wed Aug 21 17:00:00 CEST 2013","26.0","SW","3.0"
"Wed Aug 21 20:00:00 CEST 2013","25.0","WSW","2.0"
"Wed Aug 21 23:00:00 CEST 2013","17.0","NNE","1.0"
"Thu Aug 22 08:00:00 CEST 2013","15.0","NE","1.0"
"Thu Aug 22 11:00:00 CEST 2013","18.0","NNW","3.0"
"Thu Aug 22 17:00:00 CEST 2013","19.0","NE","1.0"
"Thu Aug 22 20:00:00 CEST 2013","19.0","NE","2.0"
"Fri Aug 23 02:00:00 CEST 2013","18.0","NE","1.0"
"Fri Aug 23 05:00:00 CEST 2013","17.0","NE","1.0"
"Fri Aug 23 08:00:00 CEST 2013","16.0","NNE","2.0"
"Fri Aug 23 11:00:00 CEST 2013","22.0","ESE","3.0"
"Fri Aug 23 14:00:00 CEST 2013","25.0","East","3.0"
"Fri Aug 23 17:00:00 CEST 2013","27.0","East","2.0"
"Fri Aug 23 20:00:00 CEST 2013","24.0","NE","2.0"
"Fri Aug 23 23:00:00 CEST 2013","20.0","ENE","2.0"
"Sat Aug 24 02:00:00 CEST 2013","21.0","East","2.0"
"Sat Aug 24 05:00:00 CEST 2013","19.0","East","3.0"
"Sat Aug 24 08:00:00 CEST 2013","18.0","ESE","2.0"
"Sat Aug 24 11:00:00 CEST 2013","19.0","WNW","2.0"
"Sat Aug 24 14:00:00 CEST 2013","21.0","ESE","3.0"
"Sat Aug 24 17:00:00 CEST 2013","18.0","SW","3.0"
"Sat Aug 24 20:00:00 CEST 2013","18.0","SSW","2.0"
"Sat Aug 24 23:00:00 CEST 2013","18.0","South","3.0"
"Sun Aug 25 02:00:00 CEST 2013","17.0","ESE","3.0"
"Sun Aug 25 05:00:00 CEST 2013","16.0","East","3.0"
"Sun Aug 25 08:00:00 CEST 2013","15.0","East","3.0"
"Sun Aug 25 11:00:00 CEST 2013","18.0","ESE","3.0"
"Sun Aug 25 14:00:00 CEST 2013","21.0","East","3.0"
"Sun Aug 25 17:00:00 CEST 2013","22.0","ESE","3.0"
"Sun Aug 25 20:00:00 CEST 2013","20.0","ENE","1.0"
"Sun Aug 25 23:00:00 CEST 2013","19.0","North","1.0"
"Mon Aug 26 02:00:00 CEST 2013","18.0","NNE","1.0"
"Mon Aug 26 05:00:00 CEST 2013","16.0","NE","2.0"
"Mon Aug 26 08:00:00 CEST 2013","14.0","NNE","1.0"
"Mon Aug 26 11:00:00 CEST 2013","19.0","NNE","3.0"
"Mon Aug 26 14:00:00 CEST 2013","23.0","ENE","4.0"
"Mon Aug 26 17:00:00 CEST 2013","23.0","ENE","3.0"
"Mon Aug 26 20:00:00 CEST 2013","21.0","NNE","2.0"
"Mon Aug 26 23:00:00 CEST 2013","19.0","NNE","1.0"
"Tue Aug 27 02:00:00 CEST 2013","18.0","NNE","1.0"
"Tue Aug 27 05:00:00 CEST 2013","17.0","NE","2.0"
"Tue Aug 27 08:00:00 CEST 2013","16.0","NNE","1.0"
"Tue Aug 27 11:00:00 CEST 2013","18.0","NNE","2.0"
"Tue Aug 27 14:00:00 CEST 2013","23.0","ENE","2.0"
"Tue Aug 27 17:00:00 CEST 2013","23.0","NE","2.0"
"Tue Aug 27 20:00:00 CEST 2013","22.0","North","3.0"
"Tue Aug 27 23:00:00 CEST 2013","19.0","NNE","0.5277777777777778"
"Wed Aug 28 02:00:00 CEST 2013","15.0","NNW","1.0"
"Wed Aug 28 05:00:00 CEST 2013","15.0","North","1.0"
"Wed Aug 28 08:00:00 CEST 2013","15.0","NNW","1.0"
"Wed Aug 28 11:00:00 CEST 2013","21.0","NNE","2.0"
"Wed Aug 28 14:00:00 CEST 2013","23.0","ENE","2.0"
"Wed Aug 28 17:00:00 CEST 2013","22.0","North","2.0"
"Wed Aug 28 20:00:00 CEST 2013","21.0","NNW","3.0"
"Wed Aug 28 23:00:00 CEST 2013","17.0","North","1.0"
"Thu Aug 29 02:00:00 CEST 2013","15.0","NNW","1.0"
"Thu Aug 29 08:00:00 CEST 2013","14.0","SW","1.0"
"Thu Aug 29 11:00:00 CEST 2013","19.0","WNW","3.0"
"Thu Aug 29 14:00:00 CEST 2013","23.0","WSW","4.0"
"Thu Aug 29 17:00:00 CEST 2013","24.0","WSW","3.0"
"Thu Aug 29 20:00:00 CEST 2013","22.0","NNW","2.0"
"Thu Aug 29 23:00:00 CEST 2013","17.0","Calm","0.0"
"Fri Aug 30 02:00:00 CEST 2013","16.0","WSW","2.0"
"Fri Aug 30 05:00:00 CEST 2013","15.0","SW","3.0"
"Fri Aug 30 08:00:00 CEST 2013","15.0","SW","3.0"
"Fri Aug 30 11:00:00 CEST 2013","18.0","SW","3.0"
"Fri Aug 30 14:00:00 CEST 2013","22.0","SSW","3.0"
"Fri Aug 30 17:00:00 CEST 2013","23.0","SW","3.0"
"Fri Aug 30 20:00:00 CEST 2013","22.0","WSW","4.0"
"Fri Aug 30 23:00:00 CEST 2013","17.0","WSW","3.0"
"Sat Aug 31 02:00:00 CEST 2013","18.0","SW","3.0"
"Sat Aug 31 05:00:00 CEST 2013","17.0","WSW","3.0"
"Sat Aug 31 08:00:00 CEST 2013","18.0","WNW","2.0"
"Sat Aug 31 11:00:00 CEST 2013","19.0","NNW","3.0"
"Sat Aug 31 14:00:00 CEST 2013","19.0","NNW","4.0"
"Sat Aug 31 17:00:00 CEST 2013","20.0","WNW","5.0"
"Sat Aug 31 20:00:00 CEST 2013","17.0","NNW","5.0"
"Sat Aug 31 23:00:00 CEST 2013","12.0","NW","1.0"
"Sun Sep 01 02:00:00 CEST 2013","11.0","SW","1.0"
"Sun Sep 01 05:00:00 CEST 2013","12.0","South","1.0"
"Sun Sep 01 08:00:00 CEST 2013","12.0","WSW","3.0"
"Sun Sep 01 11:00:00 CEST 2013","17.0","West","4.0"
"Sun Sep 01 14:00:00 CEST 2013","18.0","WNW","6.0"
"Sun Sep 01 17:00:00 CEST 2013","19.0","WNW","6.0"
"Sun Sep 01 20:00:00 CEST 2013","16.0","WSW","4.0"
"Mon Sep 02 08:00:00 CEST 2013","12.0","WSW","3.0"
"Mon Sep 02 11:00:00 CEST 2013","18.0","West","5.0"
"Mon Sep 02 14:00:00 CEST 2013","21.0","West","4.0"
"Mon Sep 02 17:00:00 CEST 2013","23.0","WNW","5.0"
"Mon Sep 02 23:00:00 CEST 2013","18.0","WSW","3.0"
"Tue Sep 03 02:00:00 CEST 2013","16.0","WSW","3.0"
"Tue Sep 03 05:00:00 CEST 2013","14.0","WSW","2.0"
"Tue Sep 03 11:00:00 CEST 2013","20.0","WSW","1.0"
"Tue Sep 03 14:00:00 CEST 2013","24.0","West","2.0"
"Tue Sep 03 17:00:00 CEST 2013","24.0","NE","1.0"
"Tue Sep 03 20:00:00 CEST 2013","22.0","NNE","2.0"
"Wed Sep 04 02:00:00 CEST 2013","18.0","East","2.0"
"Wed Sep 04 05:00:00 CEST 2013","16.0","ENE","2.0"
"Wed Sep 04 08:00:00 CEST 2013","15.0","ENE","1.0"
"Wed Sep 04 11:00:00 CEST 2013","21.0","NNE","2.0"
"Wed Sep 04 14:00:00 CEST 2013","27.0","East","2.0"
"Wed Sep 04 17:00:00 CEST 2013","28.0","East","2.0"
"Wed Sep 04 20:00:00 CEST 2013","26.0","ENE","1.0"
"Wed Sep 04 23:00:00 CEST 2013","21.0","ENE","2.0"
"Thu Sep 05 02:00:00 CEST 2013","19.0","ENE","1.0"
"Thu Sep 05 05:00:00 CEST 2013","18.0","East","1.0"
"Thu Sep 05 08:00:00 CEST 2013","19.0","SE","2.0"
"Thu Sep 05 11:00:00 CEST 2013","25.0","SW","2.0"
"Thu Sep 05 14:00:00 CEST 2013","30.0","SW","2.0"
"Thu Sep 05 17:00:00 CEST 2013","NaN","South","2.0"
"Thu Sep 05 20:00:00 CEST 2013","30.0","ESE","3.0"
"Thu Sep 05 23:00:00 CEST 2013","26.0","ESE","1.0"
"Fri Sep 06 05:00:00 CEST 2013","18.0","SW","2.0"
"Fri Sep 06 08:00:00 CEST 2013","18.0","SSW","2.0"
"Fri Sep 06 11:00:00 CEST 2013","21.0","WSW","3.0"
"Fri Sep 06 14:00:00 CEST 2013","25.0","North","2.0"
"Fri Sep 06 17:00:00 CEST 2013","21.0","ESE","1.0"
"Fri Sep 06 20:00:00 CEST 2013","18.0","West","3.0"
"Fri Sep 06 23:00:00 CEST 2013","16.0","WSW","2.0"
"Sat Sep 07 02:00:00 CEST 2013","16.0","WSW","2.0"
"Sat Sep 07 05:00:00 CEST 2013","16.0","SW","1.0"
"Sat Sep 07 08:00:00 CEST 2013","17.0","SSW","2.0"
"Sat Sep 07 11:00:00 CEST 2013","18.0","SW","4.0"
"Sat Sep 07 14:00:00 CEST 2013","19.0","SW","4.0"
"Sat Sep 07 17:00:00 CEST 2013","21.0","SW","3.0"
"Sat Sep 07 20:00:00 CEST 2013","19.0","South","3.0"
"Sun Sep 08 02:00:00 CEST 2013","15.0","North","1.0"
"Sun Sep 08 05:00:00 CEST 2013","15.0","NW","1.0"
"Sun Sep 08 08:00:00 CEST 2013","14.0","NE","2.0"
"Sun Sep 08 11:00:00 CEST 2013","16.0","SSW","2.0"
"Sun Sep 08 14:00:00 CEST 2013","21.0","SW","2.0"
"Sun Sep 08 17:00:00 CEST 2013","20.0","SW","3.0"
"Sun Sep 08 20:00:00 CEST 2013","16.0","NE","1.0"
"Sun Sep 08 23:00:00 CEST 2013","13.0","ENE","2.0"
"Mon Sep 09 02:00:00 CEST 2013","13.0","SSW","3.0"
"Mon Sep 09 05:00:00 CEST 2013","12.0","SW","3.0"
"Mon Sep 09 08:00:00 CEST 2013","11.0","SW","4.0"
"Mon Sep 09 11:00:00 CEST 2013","15.0","SW","4.0"
"Mon Sep 09 14:00:00 CEST 2013","17.0","WSW","3.0"
"Mon Sep 09 17:00:00 CEST 2013","14.0","North","2.0"
"Mon Sep 09 20:00:00 CEST 2013","12.0","NNE","3.0"
"Mon Sep 09 23:00:00 CEST 2013","10.0","North","1.0"
"Tue Sep 10 02:00:00 CEST 2013","11.0","NW","2.0"
"Tue Sep 10 05:00:00 CEST 2013","11.0","WSW","4.0"
"Tue Sep 10 08:00:00 CEST 2013","11.0","West","2.0"
"Tue Sep 10 11:00:00 CEST 2013","14.0","WSW","4.0"
"Tue Sep 10 14:00:00 CEST 2013","15.0","West","3.0"
"Tue Sep 10 17:00:00 CEST 2013","15.0","WNW","5.0"
"Tue Sep 10 20:00:00 CEST 2013","12.0","West","6.0"
"Tue Sep 10 23:00:00 CEST 2013","13.0","West","6.0"
"Wed Sep 11 02:00:00 CEST 2013","13.0","West","7.0"
"Wed Sep 11 05:00:00 CEST 2013","15.0","North","2.0"
"Wed Sep 11 08:00:00 CEST 2013","14.0","ENE","1.0"
"Wed Sep 11 11:00:00 CEST 2013","17.0","WNW","5.0"
"Wed Sep 11 17:00:00 CEST 2013","15.0","NW","6.0"
"Wed Sep 11 20:00:00 CEST 2013","14.0","NW","6.0"
"Wed Sep 11 23:00:00 CEST 2013","14.0","NNW","3.0"
"Thu Sep 12 11:00:00 CEST 2013","16.0","West","3.0"
"Thu Sep 12 14:00:00 CEST 2013","15.0","WNW","3.0"
"Thu Sep 12 17:00:00 CEST 2013","16.0","NNW","5.0"
"Thu Sep 12 20:00:00 CEST 2013","16.0","WNW","3.0"
"Thu Sep 12 23:00:00 CEST 2013","15.0","WSW","2.0"
"Fri Sep 13 02:00:00 CEST 2013","14.0","WSW","2.0"
"Fri Sep 13 14:00:00 CEST 2013","16.0","SSW","3.0"
"Fri Sep 13 17:00:00 CEST 2013","16.0","SSW","3.0"
"Fri Sep 13 20:00:00 CEST 2013","17.0","SSW","3.0"
"Fri Sep 13 23:00:00 CEST 2013","17.0","SSW","3.0"
"Sat Sep 14 02:00:00 CEST 2013","17.0","SW","3.0"
"Sat Sep 14 05:00:00 CEST 2013","17.0","South","3.0"
"Sat Sep 14 08:00:00 CEST 2013","16.0","SW","4.0"
"Sat Sep 14 11:00:00 CEST 2013","16.0","WSW","5.0"
"Sat Sep 14 14:00:00 CEST 2013","16.0","NNW","5.0"
"Sat Sep 14 17:00:00 CEST 2013","16.0","NNW","4.0"
"Sat Sep 14 20:00:00 CEST 2013","15.0","North","2.0"
"Sat Sep 14 23:00:00 CEST 2013","13.0","NW","2.0"
"Sun Sep 15 02:00:00 CEST 2013","14.0","NE","1.0"
"Sun Sep 15 05:00:00 CEST 2013","13.0","Calm","0.0"
"Sun Sep 15 08:00:00 CEST 2013","13.0","WNW","2.0"
"Sun Sep 15 11:00:00 CEST 2013","15.0","WSW","3.0"
"Sun Sep 15 14:00:00 CEST 2013","16.0","WSW","5.0"
"Sun Sep 15 17:00:00 CEST 2013","16.0","SW","5.0"
"Sun Sep 15 20:00:00 CEST 2013","15.0","SW","5.0"
"Sun Sep 15 23:00:00 CEST 2013","13.0","SW","6.0"
"Mon Sep 16 02:00:00 CEST 2013","14.0","SW","6.0"
"Mon Sep 16 05:00:00 CEST 2013","13.0","WSW","2.0"
"Mon Sep 16 08:00:00 CEST 2013","12.0","WSW","5.0"
"Mon Sep 16 11:00:00 CEST 2013","13.0","West","6.0"
"Mon Sep 16 14:00:00 CEST 2013","15.0","West","7.0"
"Mon Sep 16 17:00:00 CEST 2013","16.0","West","6.0"
"Mon Sep 16 20:00:00 CEST 2013","10.0","SW","5.0"
"Mon Sep 16 23:00:00 CEST 2013","10.0","SW","4.0"
"Tue Sep 17 05:00:00 CEST 2013","8.0","SW","4.0"
"Tue Sep 17 08:00:00 CEST 2013","9.0","SW","4.0"
"Tue Sep 17 11:00:00 CEST 2013","12.0","SW","5.0"
"Tue Sep 17 14:00:00 CEST 2013","14.0","WSW","5.0"
"Tue Sep 17 17:00:00 CEST 2013","12.0","WSW","5.0"
"Tue Sep 17 20:00:00 CEST 2013","11.0","ESE","2.0"
"Tue Sep 17 23:00:00 CEST 2013","12.0","South","2.0"
"Wed Sep 18 02:00:00 CEST 2013","13.0","WNW","3.0"
"Wed Sep 18 08:00:00 CEST 2013","12.0","North","1.0"
"Wed Sep 18 11:00:00 CEST 2013","13.0","West","4.0"
"Wed Sep 18 14:00:00 CEST 2013","12.0","WNW","2.0"
"Wed Sep 18 17:00:00 CEST 2013","16.0","NW","6.0"
"Wed Sep 18 20:00:00 CEST 2013","14.0","West","3.0"
"Wed Sep 18 23:00:00 CEST 2013","11.0","WSW","2.0"
"Thu Sep 19 05:00:00 CEST 2013","10.0","WSW","3.0"
"Thu Sep 19 08:00:00 CEST 2013","10.0","WSW","3.0"
"Thu Sep 19 11:00:00 CEST 2013","12.0","SW","3.0"
"Thu Sep 19 14:00:00 CEST 2013","15.0","SSW","5.0"
"Thu Sep 19 17:00:00 CEST 2013","16.0","SSW","4.0"
"Thu Sep 19 20:00:00 CEST 2013","13.0","SW","4.0"
"Thu Sep 19 23:00:00 CEST 2013","13.0","SW","4.0"
"Fri Sep 20 02:00:00 CEST 2013","14.0","SW","3.0"
"Fri Sep 20 05:00:00 CEST 2013","13.0","WSW","2.0"
"Fri Sep 20 08:00:00 CEST 2013","13.0","WSW","3.0"
"Fri Sep 20 11:00:00 CEST 2013","15.0","WSW","3.0"
"Fri Sep 20 14:00:00 CEST 2013","16.0","WNW","4.0"
"Fri Sep 20 17:00:00 CEST 2013","16.0","WNW","5.0"
"Fri Sep 20 20:00:00 CEST 2013","14.0","WNW","2.0"
"Fri Sep 20 23:00:00 CEST 2013","12.0","WSW","2.0"
"Sat Sep 21 11:00:00 CEST 2013","14.0","SSW","2.0"
"Sat Sep 21 14:00:00 CEST 2013","18.0","SW","3.0"
"Sat Sep 21 17:00:00 CEST 2013","18.0","WSW","3.0"
"Sat Sep 21 20:00:00 CEST 2013","17.0","SW","2.0"
"Sat Sep 21 23:00:00 CEST 2013","16.0","SW","2.0"
"Sun Sep 22 05:00:00 CEST 2013","15.0","WSW","3.0"
"Sun Sep 22 08:00:00 CEST 2013","15.0","WSW","3.0"
"Sun Sep 22 11:00:00 CEST 2013","17.0","SW","3.0"
"Sun Sep 22 14:00:00 CEST 2013","19.0","SSW","2.0"
"Sun Sep 22 17:00:00 CEST 2013","19.0","WSW","3.0"
"Sun Sep 22 20:00:00 CEST 2013","18.0","WNW","3.0"
"Sun Sep 22 23:00:00 CEST 2013","16.0","NW","1.0"
"Mon Sep 23 02:00:00 CEST 2013","16.0","NNW","2.0"
"Mon Sep 23 05:00:00 CEST 2013","16.0","WSW","1.0"
"Mon Sep 23 08:00:00 CEST 2013","16.0","WSW","2.0"
"Mon Sep 23 11:00:00 CEST 2013","17.0","West","2.0"
"Mon Sep 23 14:00:00 CEST 2013","19.0","West","3.0"
"Mon Sep 23 20:00:00 CEST 2013","16.0","NNE","2.0"
"Mon Sep 23 23:00:00 CEST 2013","14.0","NE","1.0"
"Tue Sep 24 02:00:00 CEST 2013","14.0","ENE","2.0"
"Tue Sep 24 05:00:00 CEST 2013","12.0","ENE","2.0"
"Tue Sep 24 08:00:00 CEST 2013","12.0","East","1.0"
"Tue Sep 24 11:00:00 CEST 2013","14.0","WSW","1.0"
"Tue Sep 24 14:00:00 CEST 2013","19.0","WNW","1.0"
"Tue Sep 24 17:00:00 CEST 2013","21.0","NNE","2.0"
"Tue Sep 24 20:00:00 CEST 2013","18.0","NE","2.0"
"Tue Sep 24 23:00:00 CEST 2013","15.0","NNE","1.0"
"Wed Sep 25 02:00:00 CEST 2013","14.0","ENE","2.0"
"Wed Sep 25 05:00:00 CEST 2013","13.0","East","1.0"
"Wed Sep 25 08:00:00 CEST 2013","12.0","NE","1.0"
"Wed Sep 25 11:00:00 CEST 2013","14.0","WSW","1.0"
"Wed Sep 25 14:00:00 CEST 2013","18.0","Calm","0.0"
"Wed Sep 25 17:00:00 CEST 2013","20.0","WSW","2.0"
"Wed Sep 25 20:00:00 CEST 2013","18.0","North","1.0"
"Wed Sep 25 23:00:00 CEST 2013","16.0","WNW","1.0"
"Thu Sep 26 02:00:00 CEST 2013","15.0","WNW","2.0"
"Thu Sep 26 05:00:00 CEST 2013","14.0","NW","1.0"
"Thu Sep 26 08:00:00 CEST 2013","15.0","NW","2.0"
"Thu Sep 26 11:00:00 CEST 2013","16.0","NNE","3.0"
"Thu Sep 26 14:00:00 CEST 2013","18.0","NW","2.0"
"Thu Sep 26 17:00:00 CEST 2013","18.0","NE","2.0"
"Thu Sep 26 20:00:00 CEST 2013","14.0","NE","2.0"
"Thu Sep 26 23:00:00 CEST 2013","12.0","NE","2.0"
"Fri Sep 27 02:00:00 CEST 2013","9.0","NE","1.0"
"Fri Sep 27 05:00:00 CEST 2013","8.0","NE","1.0"
"Fri Sep 27 08:00:00 CEST 2013","7.0","NE","2.0"
"Fri Sep 27 11:00:00 CEST 2013","11.0","ENE","2.0"
"Fri Sep 27 14:00:00 CEST 2013","16.0","ENE","2.0"
"Fri Sep 27 17:00:00 CEST 2013","17.0","ENE","2.0"
"Fri Sep 27 20:00:00 CEST 2013","14.0","NE","2.0"
"Fri Sep 27 23:00:00 CEST 2013","12.0","ENE","2.0"
"Sat Sep 28 02:00:00 CEST 2013","10.0","ENE","2.0"
"Sat Sep 28 05:00:00 CEST 2013","9.0","ENE","2.0"
"Sat Sep 28 11:00:00 CEST 2013","13.0","ENE","3.0"
"Sat Sep 28 14:00:00 CEST 2013","17.0","East","3.0"
"Sat Sep 28 17:00:00 CEST 2013","19.0","ENE","4.0"
"Sat Sep 28 20:00:00 CEST 2013","15.0","NE","2.0"
"Sat Sep 28 23:00:00 CEST 2013","14.0","ENE","3.0"
"Sun Sep 29 02:00:00 CEST 2013","11.0","NE","2.0"
"Sun Sep 29 05:00:00 CEST 2013","10.0","ENE","3.0"
"Sun Sep 29 08:00:00 CEST 2013","10.0","ENE","3.0"
"Sun Sep 29 11:00:00 CEST 2013","13.0","East","3.0"
"Sun Sep 29 14:00:00 CEST 2013","18.0","East","4.0"
"Sun Sep 29 17:00:00 CEST 2013","20.0","East","4.0"
"Sun Sep 29 20:00:00 CEST 2013","17.0","ENE","2.0"
"Sun Sep 29 23:00:00 CEST 2013","15.0","East","3.0"
"Mon Sep 30 02:00:00 CEST 2013","14.0","East","4.0"
"Mon Sep 30 05:00:00 CEST 2013","11.0","East","2.0"
"Mon Sep 30 08:00:00 CEST 2013","9.0","East","3.0"
"Mon Sep 30 11:00:00 CEST 2013","12.0","East","2.0"
"Mon Sep 30 14:00:00 CEST 2013","16.0","East","3.0"
"Mon Sep 30 17:00:00 CEST 2013","17.0","East","3.0"
"Mon Sep 30 20:00:00 CEST 2013","14.0","ENE","2.0"
"Mon Sep 30 23:00:00 CEST 2013","12.0","ENE","2.0"
"Tue Oct 01 02:00:00 CEST 2013","11.0","East","3.0"
"Tue Oct 01 05:00:00 CEST 2013","10.0","East","2.0"
"Tue Oct 01 08:00:00 CEST 2013","9.0","East","3.0"
"Tue Oct 01 11:00:00 CEST 2013","13.0","ESE","3.0"
"Tue Oct 01 14:00:00 CEST 2013","17.0","East","3.0"
"Tue Oct 01 17:00:00 CEST 2013","19.0","East","3.0"
"Tue Oct 01 20:00:00 CEST 2013","15.0","ENE","2.0"
"Tue Oct 01 23:00:00 CEST 2013","13.0","East","2.0"
"Wed Oct 02 02:00:00 CEST 2013","11.0","East","3.0"
"Wed Oct 02 05:00:00 CEST 2013","10.0","East","4.0"
"Wed Oct 02 08:00:00 CEST 2013","8.0","East","4.0"
"Wed Oct 02 11:00:00 CEST 2013","10.0","ESE","4.0"
"Wed Oct 02 14:00:00 CEST 2013","17.0","ESE","3.0"
"Wed Oct 02 17:00:00 CEST 2013","20.0","ESE","4.0"
"Wed Oct 02 20:00:00 CEST 2013","17.0","East","2.0"
"Wed Oct 02 23:00:00 CEST 2013","15.0","East","3.0"
"Thu Oct 03 02:00:00 CEST 2013","12.0","East","4.0"
"Thu Oct 03 05:00:00 CEST 2013","11.0","ESE","3.0"
"Thu Oct 03 08:00:00 CEST 2013","10.0","East","3.0"
"Thu Oct 03 11:00:00 CEST 2013","14.0","ESE","3.0"
"Thu Oct 03 14:00:00 CEST 2013","19.0","ESE","4.0"
"Thu Oct 03 17:00:00 CEST 2013","21.0","ESE","3.0"
"Thu Oct 03 20:00:00 CEST 2013","19.0","SE","3.0"
"Thu Oct 03 23:00:00 CEST 2013","18.0","SE","4.0"
"Fri Oct 04 05:00:00 CEST 2013","16.0","SE","4.0"
"Fri Oct 04 08:00:00 CEST 2013","18.0","South","4.0"
"Fri Oct 04 11:00:00 CEST 2013","20.0","SSW","5.0"
"Fri Oct 04 14:00:00 CEST 2013","20.0","SSW","4.0"
"Fri Oct 04 17:00:00 CEST 2013","21.0","SW","4.0"
"Fri Oct 04 20:00:00 CEST 2013","19.0","WSW","2.0"
"Fri Oct 04 23:00:00 CEST 2013","18.0","WSW","2.0"
"Sat Oct 05 02:00:00 CEST 2013","16.0","SW","2.0"
"Sat Oct 05 05:00:00 CEST 2013","15.0","West","3.0"
"Sat Oct 05 08:00:00 CEST 2013","14.0","WSW","2.0"
"Sat Oct 05 11:00:00 CEST 2013","16.0","WNW","3.0"
"Sat Oct 05 17:00:00 CEST 2013","18.0","NNW","3.0"
"Sat Oct 05 20:00:00 CEST 2013","16.0","WNW","2.0"
"Sat Oct 05 23:00:00 CEST 2013","15.0","NNW","1.0"
"Sun Oct 06 02:00:00 CEST 2013","15.0","NW","1.0"
"Sun Oct 06 08:00:00 CEST 2013","14.0","WSW","1.0"
"Sun Oct 06 11:00:00 CEST 2013","14.0","West","1.0"
"Sun Oct 06 14:00:00 CEST 2013","19.0","West","3.0"
"Sun Oct 06 17:00:00 CEST 2013","18.0","NW","4.0"
"Sun Oct 06 20:00:00 CEST 2013","14.0","Calm","0.0"
"Sun Oct 06 23:00:00 CEST 2013","11.0","NNW","1.0"
"Mon Oct 07 02:00:00 CEST 2013","11.0","WSW","1.0"
"Mon Oct 07 05:00:00 CEST 2013","11.0","WSW","1.0"
"Mon Oct 07 08:00:00 CEST 2013","11.0","SW","1.0"
"Mon Oct 07 11:00:00 CEST 2013","14.0","SSW","2.0"
"Mon Oct 07 14:00:00 CEST 2013","18.0","WSW","3.0"
"Mon Oct 07 17:00:00 CEST 2013","19.0","WSW","3.0"
"Mon Oct 07 20:00:00 CEST 2013","14.0","North","1.0"
"Tue Oct 08 02:00:00 CEST 2013","11.0","NW","1.0"
"Tue Oct 08 05:00:00 CEST 2013","11.0","WSW","1.0"
"Tue Oct 08 08:00:00 CEST 2013","11.0","WSW","2.0"
"Tue Oct 08 11:00:00 CEST 2013","12.0","SW","2.0"
"Tue Oct 08 14:00:00 CEST 2013","17.0","SW","3.0"
"Tue Oct 08 17:00:00 CEST 2013","19.0","SW","2.0"
"Tue Oct 08 20:00:00 CEST 2013","16.0","North","1.0"
"Tue Oct 08 23:00:00 CEST 2013","16.0","SSW","3.0"
"Wed Oct 09 02:00:00 CEST 2013","15.0","SW","3.0"
"Wed Oct 09 05:00:00 CEST 2013","14.0","SW","3.0"
"Wed Oct 09 08:00:00 CEST 2013","15.0","SW","3.0"
"Wed Oct 09 11:00:00 CEST 2013","16.0","West","3.0"
"Wed Oct 09 14:00:00 CEST 2013","16.0","West","4.0"
"Wed Oct 09 17:00:00 CEST 2013","16.0","WSW","4.0"
"Wed Oct 09 20:00:00 CEST 2013","14.0","WSW","4.0"
"Wed Oct 09 23:00:00 CEST 2013","12.0","NW","7.0"
"Thu Oct 10 02:00:00 CEST 2013","10.0","WNW","4.0"
"Thu Oct 10 05:00:00 CEST 2013","9.0","West","4.0"
"Thu Oct 10 08:00:00 CEST 2013","8.0","West","4.0"
"Thu Oct 10 11:00:00 CEST 2013","10.0","West","3.0"
"Thu Oct 10 14:00:00 CEST 2013","10.0","NNW","5.0"
"Thu Oct 10 17:00:00 CEST 2013","10.0","West","4.0"
"Thu Oct 10 20:00:00 CEST 2013","10.0","WNW","5.0"
"Thu Oct 10 23:00:00 CEST 2013","9.0","WSW","2.0"
"Fri Oct 11 02:00:00 CEST 2013","9.0","North","1.0"
"Fri Oct 11 05:00:00 CEST 2013","9.0","ENE","3.0"
"Fri Oct 11 08:00:00 CEST 2013","7.0","NE","2.0"
"Fri Oct 11 11:00:00 CEST 2013","8.0","NNE","2.0"
"Fri Oct 11 14:00:00 CEST 2013","9.0","NNE","1.0"
"Fri Oct 11 17:00:00 CEST 2013","9.0","North","1.0"
"Fri Oct 11 20:00:00 CEST 2013","9.0","ENE","2.0"
"Fri Oct 11 23:00:00 CEST 2013","8.0","East","2.0"
"Sat Oct 12 02:00:00 CEST 2013","8.0","ESE","2.0"
"Sat Oct 12 08:00:00 CEST 2013","5.0","NE","1.0"
"Sat Oct 12 11:00:00 CEST 2013","7.0","NE","2.0"
"Sat Oct 12 14:00:00 CEST 2013","10.0","NE","2.0"
"Sat Oct 12 17:00:00 CEST 2013","12.0","North","2.0"
"Sat Oct 12 20:00:00 CEST 2013","10.0","NW","2.0"
"Sat Oct 12 23:00:00 CEST 2013","9.0","WSW","2.0"
"Sun Oct 13 02:00:00 CEST 2013","9.0","SW","3.0"
"Sun Oct 13 05:00:00 CEST 2013","9.0","SW","4.0"
"Sun Oct 13 08:00:00 CEST 2013","9.0","SSW","5.0"
"Sun Oct 13 11:00:00 CEST 2013","8.0","SSW","7.0"
"Sun Oct 13 14:00:00 CEST 2013","8.0","SSW","8.0"
"Sun Oct 13 17:00:00 CEST 2013","9.0","South","5.0"
"Sun Oct 13 20:00:00 CEST 2013","9.0","South","4.0"
"Sun Oct 13 23:00:00 CEST 2013","10.0","South","4.0"
"Mon Oct 14 02:00:00 CEST 2013","10.0","South","4.0"
"Mon Oct 14 05:00:00 CEST 2013","10.0","South","4.0"
